year,month,ff4_hf,sp500_hf,dbkeven02_d,usstocks1_hf,pc1ff1_hf,pmnegm_ff4sp500,pmposm_ff4sp500,pmnegm_pc1ff1usstocks1,pmposm_pc1ff1usstocks1,gs1,gs10,sven5f5,bkeven05,exp_gdp_12m,exp_cpi_12m,us_cpi,us_ip,logsp500,us_gdpdef,us_rgdp,ebpnew,eureon3m_hf,stoxx50_hf,deurinflswap2y_d,pmnegm_eureon3mstoxx50,pmposm_eureon3mstoxx50,ea_ip_excl_constr,hicp,stoxx50,ea_bbb_oas_all_fred,ea_rgdp,ea_gdpdef,de1y_haver
1999,5,.039999999,-1.43559,,-1.7230177,.13766676,.039999999,0,.13766676,0,4.8499999,5.54,6.1597209,1.6677474,3.3346825,2.1571429,511.19879,451.88614,719.34113,438.06458,935.16925,-.19509999,.020000458,-.27605277,,.020000458,0,454.32947,431.09332,575.92261,6.8299999,1452.0513,440.04965,2.6500001
1999,6,-.07,1.60906,,1.8335106,-.09017659,-.07,0,-.09017659,0,5.0999999,5.9000001,6.448791,1.9915545,3.2916667,2.2974637,511.19879,451.72327,718.73193,438.07629,935.13733,-.142,-2.3841858e-07,.094525263,,-2.3841858e-07,0,455.17694,431.147,577.3501,6.6100001,1452.7297,440.15942,2.9000001
1999,7,0,0,,0,0,0,0,0,0,5.0300002,5.79,6.4274473,1.7554579,3.3121541,2.2809289,511.61957,452.3512,723.08923,438.2616,936.01953,-.086499996,.012500286,.43087226,,0,.012500286,455.91263,431.33463,579.32281,5.9699998,1453.2119,440.30899,3.01
1999,8,.015,.57282001,,.62305892,.021817189,0,.015,0,.021817189,5.1999998,5.9400001,6.6133409,1.8908546,3.142556,2.3482213,511.85925,452.7601,719.10443,438.39063,935.96301,-.032499999,.0025000572,-.1419787,,.0025000572,0,455.91263,431.52188,575.81976,6.4299998,1453.3953,440.44376,3.1600001
1999,9,0,0,,0,0,0,0,0,0,5.25,5.9200001,6.7363095,1.8286048,3.0848484,2.3651514,512.27728,452.36337,718.53473,438.62964,936.66101,.098200001,-.035000086,.029404894,,-.035000086,0,456.53894,431.66879,578.65265,6.2800002,1453.2699,440.5303,3.1800001
1999,10,.039999999,-.82928002,,-1.0147691,.092524894,.039999999,0,.092524894,0,5.4299998,6.1100001,6.91961,1.994421,3.1113636,2.4465909,512.45593,453.66623,717.01245,438.74731,937.3067,.1141,-.13250017,-.64742017,,0,-.13250017,457.57413,431.78882,577.59302,6.0300002,1454.5111,440.57895,3.5599999
1999,11,.060010001,-.41762999,,-.53390634,.10575362,.060010001,0,.10575362,0,5.5500002,6.0300002,6.6590452,1.9035,3.2492423,2.5055556,512.63422,454.14206,723.8631,438.84277,937.96185,.071900003,.062500477,.50531751,,0,.062500477,457.98523,431.96191,586.12653,5.9699998,1454.3496,440.65118,3.6700001
1999,12,-.0049999999,.47722,,.51138431,.053048622,-.0049999999,0,0,.053048622,5.8400002,6.2800002,6.9089956,1.9743046,3.401736,2.5525362,512.87146,454.90665,726.54095,439.06293,938.44177,-.15369999,-.0034999847,.28144294,,-.0034999847,0,457.57413,432.25421,596.38531,5.5100002,1454.9531,440.78552,3.78
2000,1,0,0,,0,0,0,0,0,0,6.1199999,6.6599998,7.0106649,2.2256701,3.6333334,2.5913043,513.16724,454.90845,726.36584,439.3317,937.57074,.022500001,-.0025002956,.083888613,,-.0025002956,0,457.36795,432.40002,599.73767,5.3600001,1455.0201,440.91269,3.97
2000,2,.0049999999,-.41010001,,-.52511901,.015555812,.0049999999,0,.015555812,0,6.2199998,6.52,6.5880198,2.3731849,3.8366468,2.6164088,513.57983,455.19644,723.47797,439.62103,938.03687,.090899996,-.0074999332,1.061578,,-.0074999332,0,458.59872,432.51917,607.26227,5.29,1455.9069,441.03134,4.0700002
2000,3,-.0099900002,.061159998,,.025374765,.0074920333,-.0099900002,0,0,.0074920333,6.2199998,6.2600002,6.3707218,2.3462305,4.1199579,2.6225543,514.16638,455.59622,727.39343,439.98416,938.64972,.33770001,-.082499981,.58103514,,-.082499981,0,458.90408,432.77023,611.38751,5.4099998,1456.1458,441.16714,4.1599998
2000,4,0,0,,0,0,0,0,0,0,6.1500001,5.9899998,6.1354108,2.2710104,4.1941538,2.7436538,514.10785,456.32236,728.62006,440.01773,939.86108,.4955,.0049996376,-.81172311,,.0049996376,0,459.91522,432.74384,606.05804,6.04,1456.3885,441.25589,4.4299998
2000,5,.07,-.54540002,,-.68316674,.085065536,.07,0,.085065536,0,6.3299999,6.4400001,6.4917727,2.499959,4.2705536,2.8538866,514.28326,456.50677,725.6098,440.15823,939.8576,.68589997,-.0075001717,1.4544779,,-.0075001717,0,461.21457,432.90213,606.24927,6.6900001,1456.6853,441.37701,4.8400002
2000,6,-.01501,.25301999,,.24948938,-.012561675,-.01501,0,-.012561675,0,6.1700001,6.0999999,6.1881819,2.2213726,4.166441,2.9079061,514.86566,456.59802,728.7533,440.45679,940.17212,.72710001,.12750006,-1.2758254,,.12750006,0,459.81454,433.27051,607.47534,6.9699998,1456.7405,441.56976,4.8699999
2000,7,0,0,,0,0,0,0,0,0,6.0799999,6.0500002,6.1273499,2.17044,3.9749999,2.9041667,515.15558,456.45972,729.49463,440.69727,939.56561,.7931,.017500401,-.26130781,,.017500401,0,461.01578,433.40173,607.26044,7.2600002,1457.1553,441.73941,5.0500002
2000,8,.0049999999,-.12621,,-.19349703,.03527002,.0049999999,0,.03527002,0,6.1799998,5.8299999,5.9286609,2.0307434,4.0979166,2.8736112,515.15558,456.14084,730.34784,440.7645,940.45575,.95209998,-.071500301,.12340125,,-.071500301,0,461.21457,433.57208,606.36414,7.6599998,1457.0363,441.88989,5.1700001
2000,9,0,0,,0,0,0,0,0,0,6.1300001,5.8000002,6.1117249,1.937325,4.1561403,2.9403508,515.67535,456.54987,729.34015,441.10867,940.13898,1.0555,-.023999214,.30948868,,-.023999214,0,461.21457,434.06836,605.93359,7.9000001,1457.4806,442.02267,5.0599999
2000,10,.025,-.30265999,,-.39961129,.064729385,.025,0,.064729385,0,6.0100002,5.7399998,6.0677047,1.8780428,3.9947917,2.8760417,515.84802,456.24976,723.71625,441.25372,940.76172,1.4413,.06400013,.16312748,,0,.06400013,461.21457,434.14651,600.74243,9.4499998,1457.4005,442.04742,5.1300001
2000,11,0,-.66751999,,-.82580596,.023131896,0,0,.023131896,0,6.0900002,5.7199998,5.9791617,1.8943334,3.7050724,2.815942,516.02039,456.26706,722.44928,441.39438,940.77631,1.5232,-.025000095,-.0093385391,,0,-.025000095,462.20273,434.43246,601.81525,10.49,1457.8949,442.21872,4.9699998
2000,12,-.0049999999,-.69114,,-.85339838,.038203172,0,-.0049999999,.038203172,0,5.5999999,5.2399998,5.6480451,1.47461,3.1724637,2.7166667,516.24976,455.99542,719.27399,441.52908,940.28699,1.5137,-.0030002594,.35753959,,-.0030002594,0,462.88867,434.45844,597.75134,11.47,1458.6943,442.46796,4.6100001
2001,1,-.11999,3.4521101,,3.9402883,-.17597561,-.11999,0,-.17597561,0,4.8099999,5.1599998,5.7926621,1.5700049,2.5956521,2.652174,516.82086,455.33493,719.60938,441.8624,940.56061,1.0968,.022500038,-.17541564,,.022500038,0,461.90732,434.41949,596.67072,10.31,1458.9469,442.78668,4.4400001
2001,2,0,0,,0,0,0,0,0,0,4.6799998,5.0999999,5.7660265,1.7120421,2.1628473,2.5520203,517.0484,454.72125,717.43732,442.03476,940.24994,1.1246001,.019499779,.2884565,,0,.019499779,462.30103,434.69174,593.23907,9.6599998,1458.8983,443.10153,4.46
2001,3,-.075000003,-.67957997,,-.83990991,-.053571999,0,-.075000003,0,-.053571999,4.3000002,4.8899999,5.6961637,1.5901227,2.1554294,2.6582701,517.10522,454.46332,707.82159,442.16095,940.14044,1.0707,.086500645,-.68884015,,.086500645,0,461.80865,434.91159,585.76831,11,1458.6584,443.35602,4.2600002
2001,4,-.37,2.2295599,,2.5583985,-.42185295,-.37,0,-.42185295,0,3.98,5.1399999,6.0943651,1.7346801,2.0860715,2.7550001,517.27539,454.22952,708.1319,442.4411,940.86755,.89160001,.098499775,.70309067,,0,.098499775,460.91623,435.2598,587.63129,11.94,1458.6766,443.57016,4.6700001
2001,5,-.14,.40882,,.43148667,-.1512832,-.14,0,-.1512832,0,3.78,5.3899999,6.2928319,2.1261683,2.2902777,2.9054348,517.7843,453.56088,714.73212,442.74884,941.35797,.73019999,-.17149973,.78851068,,-.17149973,0,461.31384,435.72214,591.57794,10.26,1458.9568,443.80844,4.3800001
2001,6,.075000003,-.40318999,,-.51704556,.11125291,.075000003,0,.11125291,0,3.5799999,5.2800002,6.2168713,2.0198143,2.3035278,2.9802778,518.00964,452.94299,712.1828,442.97629,940.61841,.9612,.050999641,-.39009875,,.050999641,0,461.21457,435.9014,587.25342,11.2,1459.0146,444.00119,4.29
2001,7,0,0,,0,0,0,0,0,0,3.6199999,5.2399998,6.1533046,1.7856857,2.2685673,2.784503,517.8407,452.36575,709.49097,443.03745,940.48901,.71869999,.047500134,-.088969946,,.047500134,0,459.41092,435.95255,581.77777,12.14,1458.7378,444.19604,4.1900001
2001,8,-.02,-.71223003,,-.87803721,-.02112448,0,-.02,0,-.02112448,3.47,4.9699998,6.0106306,1.5988653,2.379282,2.7463205,517.8407,452.18137,707.20013,443.11722,941.53583,.70480001,-.0050010681,-.95488226,,0,-.0050010681,461.70987,436.00366,578.62805,12.24,1459.222,444.37692,3.96
2001,9,-.045000002,,,-.0088854749,.11848942,,,.11848942,0,2.8199999,4.73,6.1218238,1.3082765,2.3072464,2.5848484,518.2345,451.8299,696.47693,442.99399,940.06848,1.1468,-.30499935,-.15967669,,0,-.30499935,460.41696,436.2334,561.42249,14.06,1458.9884,444.5748,3.4200001
2001,10,-.039999999,-.30724001,,-.40495259,-.047269069,0,-.039999999,0,-.047269069,2.3299999,4.5700002,5.9967818,1.1963136,1.1592106,2.3180556,517.95337,451.38025,698.15546,443.31158,940.56885,.97610003,.065000296,-.0036533773,,.065000296,0,459.10712,436.24615,565.04547,15.37,1458.7616,444.74722,3.1500001
2001,11,-.14,.94037002,,1.0524042,-.18374658,-.14,0,-.18374658,0,2.1800001,4.6500001,6.0299797,1.14816,.80000001,2.0696969,517.89703,450.85425,702.99884,443.35825,940.46216,-.17839999,-.0059998035,-.31658036,,0,-.0059998035,458.39465,436.2334,571.78906,13.74,1459.3322,444.94431,3.21
2001,12,-.029999999,.22721,,.25359997,-.063716613,-.029999999,0,-.063716613,0,2.22,5.0900002,6.494525,1.2406451,.90863097,1.8068452,517.8407,450.90018,704.30872,443.38495,942.14069,.38100001,.017499924,-.32146385,,.017499924,0,458.90408,436.38626,573.08826,14.13,1459.6255,445.2135,3.3199999
2002,1,.02,-.12751,,-.19023319,.047589209,.02,0,.047589209,0,2.1600001,5.04,6.4036856,1.2772524,.9392857,1.625,518.00964,451.46664,703.87842,443.52576,942.35345,.53390002,.020000219,-.2424611,,.020000219,0,459.00565,437.00806,573.18304,12.06,1458.7515,445.62451,3.5999999
2002,2,0,0,,0,0,0,0,0,0,2.23,4.9099998,6.3203683,1.3949211,1.7332057,1.4886552,518.17834,451.48865,700.3833,443.66736,941.61047,.72049999,.014000177,.18170311,,0,.014000177,459.2085,437.12186,569.66119,12.51,1459.7889,445.81702,3.55
2002,3,-.045000002,-.38271001,,-.4992249,-.05941423,0,-.045000002,0,-.05941423,2.5699999,5.2800002,6.5848103,1.77749,2.3551266,1.5884601,518.45886,452.29337,705.05438,443.81888,942.14783,.23649999,.010000229,-.13347498,,.010000229,0,459.81454,437.34903,575.49103,11.77,1459.5079,445.90714,3.8599999
2002,4,0,0,,0,0,0,0,0,0,2.48,5.21,6.4707227,1.931259,2.8108091,1.7698607,518.90607,452.69815,701.39465,444.00665,942.41205,.37900001,-.0074999332,-.24806343,,0,-.0074999332,460.01578,437.63858,573.75226,11.16,1459.6998,445.88962,3.73
2002,5,-.02,-.37351999,,-.50116938,-.026222261,0,-.02,0,-.026222261,2.3499999,5.1599998,6.4673729,1.8788818,3.0451357,1.8864198,519.01752,453.13342,698.42206,444.01865,942.45538,.48640001,.018499851,-.12424786,,.018499851,0,460.21655,437.73911,569.77631,11.44,1460.1454,445.97153,3.9100001
2002,6,-.0099999998,-.60478997,,-.74804968,.021926409,0,-.0099999998,.021926409,0,2.2,4.9299998,6.3037949,1.609315,3.0721052,2.0502236,519.07324,454.07779,692.17047,444.10788,942.88953,.8818,.0014998913,-.46475339,,.0014998913,0,460.51703,437.76419,559.76501,10.5,1459.8385,446.18195,3.6800001
2002,7,0,0,,0,0,0,0,0,0,1.96,4.6500001,6.1981225,1.4181727,3.1696429,2.0821428,519.29572,453.84543,680.87982,444.29599,943.36108,1.4642,-.0074999332,-.10369776,,0,-.0074999332,459.91522,437.93982,548.57172,11.59,1460.0547,446.55658,3.45
2002,8,-.039999999,-.69761002,,-.95914096,-.094932511,0,-.039999999,0,-.094932511,1.76,4.2600002,5.9781499,1.3163273,2.7981801,2.0627873,519.57306,453.87793,681.62463,444.48831,942.78613,1.3775001,-.0010001659,-.56358051,,0,-.0010001659,460.41696,438.11511,544.35431,12.27,1460.3571,446.8533,3.3
2002,9,-.0049999999,-.95709997,,-.55322844,.0053023798,0,-.0049999999,.0053023798,0,1.72,3.8699999,5.5646048,1.259045,2.8493433,2.0610015,519.73914,454.02219,676.86194,444.68115,943.04376,1.5314,-.0074999332,-1.0961273,,0,-.0074999332,460.51703,438.34006,535.54376,12.33,1460.2194,447.05081,3.03
2002,10,0,0,,0,0,0,0,0,0,1.65,3.9400001,5.7645955,1.1477864,2.8767858,2.1294644,519.96014,453.68979,675.06702,444.89832,942.92236,1.3714,.040999889,.015222162,,0,.040999889,459.91522,438.48975,531.80341,13.46,1460.4689,447.15527,3.02
2002,11,-.085000001,-.92593002,,-.4782536,-.10658477,0,-.085000001,0,-.10658477,1.49,4.0500002,5.7934527,1.1288947,2.6095238,2.068254,520.12555,454.19727,681.48785,445.03876,943.13141,1.0177,.024999857,-1.1627923,,.024999857,0,460.41696,438.48975,539.13782,10.78,1460.3982,447.2659,2.95
2002,12,.0099999998,-.33811,,-.2257687,.040893834,.0099999998,0,.040893834,0,1.45,4.0300002,5.8038144,1.1779,2.664423,2.0919871,520.29071,453.70959,680.1142,445.14618,943.4895,.86309999,-.047499657,-.99820578,,0,-.047499657,459.10712,438.65164,536.49121,10.31,1460.2814,447.41299,2.6300001
2003,1,.029999999,.16534001,,.077271312,.069785483,0,.029999999,0,.069785483,1.36,4.0500002,5.8174381,1.3751762,2.6962962,2.2296295,520.7298,454.28384,679.72693,445.34872,943.41681,.8301,.01150012,1.2654259,,0,.01150012,460.61697,439.1358,532.93787,8.5699997,1460.245,447.66953,2.52
2003,2,0,0,,0,0,0,0,0,0,1.3,3.9000001,5.6265683,1.6295,2.6823688,2.2119286,521.27594,454.60123,673.04004,445.66989,944.19177,.59420002,.013000011,-1.6505882,,.013000011,0,460.71683,439.44492,524.5896,8.1400003,1460.1808,447.85065,2.3299999
2003,3,-.02,-.50717002,,-.29854548,.0087849321,0,-.02,.0087849321,0,1.24,3.8099999,5.5301571,1.6736333,2.6481481,2.281713,521.43921,454.37372,674.12537,445.90967,943.51617,.078000002,.049999952,-1.3252834,,.049999952,0,460.01578,439.72845,520.94635,8.46,1459.9532,448.02127,2.3
2003,4,0,0,,0,0,0,0,0,0,1.27,3.96,5.6530619,1.5408238,2.6509545,2.2929544,521.05786,453.65338,679.14319,445.90915,944.37585,.0163,.016499996,-.49355844,,.016499996,0,460.31683,439.59296,528.76593,7.0599999,1460.119,448.10413,2.3900001
2003,5,-.039999999,.17834,,.057117216,-.072969258,-.039999999,0,-.072969258,0,1.1799999,3.5699999,5.2061143,1.3233905,2.7088695,2.2858551,520.89398,453.67328,684.14423,445.92184,944.26715,-.58929998,.021499872,-1.0123566,,.021499872,0,458.8024,439.55597,530.82031,6,1460.1691,448.26404,2.0699999
2003,6,.105,-.27153,,-.18781608,.16752341,.105,0,.16752341,0,1.01,3.3299999,4.9804478,1.3088572,2.8355236,2.129781,521.00323,453.81955,689.56781,446.05521,945.24841,-.42950001,-.052500248,-.75450683,,0,-.052500248,458.70062,439.71616,536.35217,5.4099998,1460.3409,448.53214,2
2003,7,0,0,,0,0,0,0,0,0,1.12,3.98,5.7158046,1.5042,2.9407408,1.9666667,521.33038,454.23837,689.99646,446.26917,945.80634,-1.0964,.012499809,-.038455002,,.012499809,0,460.31683,439.88837,537.58252,5.1799998,1460.4521,448.8801,2.0899999
2003,8,0,-.10492,,-.075863376,-.020500993,0,0,0,-.020500993,1.3099999,4.4499998,6.2487998,1.8101286,3.1470239,1.9074404,521.76495,454.04941,689.72321,446.51917,946.22961,-.19660001,0,0,,0,0,459.30975,440.10938,540.41907,5.0100002,1460.8809,449.11777,2.3199999
2003,9,0,-.18494999,,-.13104099,.017527979,0,0,.017527979,0,1.24,4.27,6.0395951,1.8039,3.4846153,1.9320513,522.0896,454.6759,692.65009,446.7562,946.81982,-.58139998,.0025002956,.051622964,,0,.0025002956,459.00565,440.37881,542.41339,4.3800001,1461.0414,449.26608,2.0899999
2003,10,-.0099999998,-.05012,,-.067090891,-.07269451,0,-.0099999998,0,-.07269451,1.25,4.29,6.0263863,1.9146591,3.6482143,1.8660715,521.98151,454.8009,694.57581,446.80032,947.22388,-.52029997,.0090000629,-.67819023,,.0090000629,0,461.31384,440.45218,541.84412,4.0599999,1461.6189,449.26315,2.3399999
2003,11,0,0,,0,0,0,0,0,0,1.34,4.3000002,5.9138446,1.9629111,4.0240741,1.8407408,522.03558,455.62152,695.68579,446.95447,947.62323,-.54180002,2.3841858e-07,.14671433,,0,2.3841858e-07,460.91623,440.57431,545.49884,3.6600001,1461.3197,449.29773,2.4100001
2003,12,.0049999999,-.05813,,-.076028295,.054547239,.0049999999,0,.054547239,0,1.3099999,4.27,5.8417182,1.9741955,4.3158336,1.8047222,522.30548,455.5502,698.58441,447.20901,947.55188,-.4955,-.0050001144,-.55596489,-.025,0,-.0050001144,461.31384,440.59872,547.88269,3.75,1461.4443,449.37531,2.26
2004,1,.0049999999,-.9677,.082799911,-.54345661,.15632111,.0049999999,0,.15632111,0,1.24,4.1500001,5.7330198,1.99392,4.6185184,1.6185185,522.73584,455.7485,703.1665,447.57562,947.31293,-.70880002,2.3841858e-07,-.40117687,.0099999998,2.3841858e-07,0,461.21457,440.95203,552.38666,3.7,1462.1377,449.586,2.1900001
2004,2,0,0,0,0,0,0,0,0,0,1.24,4.0799999,5.6462684,2.1727843,4.5381961,1.569706,522.95032,456.35437,704.18304,447.86746,948.25323,-.32820001,-.0045001507,-.20046827,-.0099999998,0,-.0045001507,461.80865,441.09784,553.68646,3.77,1461.9139,449.74545,2.02
2004,3,-.0049999999,-.072939999,.04309988,-.061503466,-.044507902,0,-.0049999999,0,-.044507902,1.1900001,3.8299999,5.3935132,2.2381477,4.4781189,1.7376429,523.16431,455.86423,702.46307,448.12546,948.66077,-.51599997,.020499945,.025300253,0,0,.020499945,461.61102,441.38885,552.35217,3.6700001,1462.1614,449.94376,1.9299999
2004,4,0,0,0,0,0,0,0,0,0,1.4299999,4.3499999,5.8737764,2.3109858,4.3633814,1.8520833,523.32452,456.2944,703.29437,448.38931,948.56073,-.7367,.049499989,-.079087913,.14,.049499989,0,462.20273,441.66696,554.11572,3.3399999,1462.3954,450.15259,2.1700001
2004,5,-.0049999999,.36567,.069000006,.13141021,.023051457,-.0049999999,0,0,.023051457,1.78,4.7199998,6.1409349,2.467675,4.3458204,2.148519,523.75055,457.10672,700.63635,448.73428,949.35779,-.3466,.007999897,-.39569932,.0099999998,.007999897,0,462.49728,441.94427,549.87457,3.71,1462.8329,450.32181,2.3
2004,6,-.0099999998,.28121999,-.0067000389,.2052774,-.0044783046,-.0099999998,0,-.0044783046,0,2.1199999,4.73,6.0599141,2.4821999,4.2897463,2.3434975,524.12177,456.28763,703.25586,449.04355,948.61328,-.35969999,-.011000156,.2686463,.02,-.011000156,0,462.49728,442.05258,552.04938,3.55,1462.583,450.46658,2.3599999
2004,7,0,0,0,0,0,0,0,0,0,2.0999999,4.5,5.7972431,2.3638477,4.1218171,2.4194179,524.2276,457.04764,700.91693,449.20645,949.75739,-.3026,.014000416,-.22791085,.0099999998,.014000416,0,463.0838,442.19684,550.19214,3.5999999,1463.3242,450.59467,2.3199999
2004,8,.03999,-.29910001,-.0035998821,.40495259,.064900227,.03999,0,0,.064900227,2.02,4.2800002,5.5879636,2.3196092,3.9475071,2.5222867,524.28046,457.12897,699.29553,449.31873,949.74957,-.4201,.0099999905,.055164699,-.0099999998,0,.0099999905,461.51205,442.42477,547.60449,3.5899999,1462.7236,450.75391,2.22
2004,9,-.0099999998,.063929997,-.010699987,.22605421,.0022720452,-.0099999998,0,0,.0022720452,2.1199999,4.1300001,5.3660479,2.2160666,3.7392473,2.4638176,524.59711,457.20786,701.88251,449.48386,949.65302,-.5564,.0074999332,-.0047669709,.0175,.0074999332,0,462.69318,442.47269,551.34479,3.3,1462.7158,450.91837,2.3199999
2004,10,0,0,0,0,0,0,0,0,0,2.23,4.0999999,5.30404,2.343075,3.7197428,2.4143972,525.12256,458.14963,701.93579,449.75168,950.54614,-.53189999,-.007250309,-.05430739,-.0074999998,0,-.007250309,463.0838,442.77167,552.96625,3.26,1463.3796,451.14484,2.27
2004,11,-.0099900002,.084109999,-.0078999996,.020945443,-.013883591,-.0099900002,0,-.013883591,0,2.5,4.1900001,5.2842951,2.5818851,3.5509558,2.426182,525.59314,458.33612,706.43481,450.06754,950.4903,-.66100001,-.007999897,-.089909233,.0074999998,0,-.007999897,462.10434,442.75974,556.06702,3.02,1463.0833,451.30579,2.22
2004,12,-.0049999999,.058329999,-.00049996376,.00017704,.0020373615,-.0049999999,0,0,.0020373615,2.6700001,4.23,5.2402453,2.608891,3.5960991,2.5205562,525.59314,459.05591,708.98151,450.28967,950.64679,-.71539998,-.0069999695,-.29252225,-.0049999999,0,-.0069999695,462.20273,442.86716,557.91443,2.8699999,1463.4052,451.46558,2.28
2005,1,0,0,0,0,0,0,0,0,0,2.8599999,4.2199998,5.0390401,2.5427101,3.5757473,2.4940107,525.54102,459.51401,707.45874,450.59262,951.81567,-.70609999,-.0075848103,-.066560604,-.0099999998,0,-.0075848103,462.88867,442.91489,559.62915,2.8900001,1463.8311,451.58075,2.22
2005,2,0,.0050400002,.056200027,-.020828769,.0038835218,0,0,.0038835218,0,3.03,4.1700001,4.8126211,2.6487684,3.4780457,2.3746738,525.95764,460.19058,708.98474,450.9758,951.39258,-.94779998,.00049996376,-.26038927,.0137,.00049996376,0,462.3992,443.15308,563.11682,2.5699999,1463.3545,451.73764,2.27
2005,3,.0099999998,-.28511,.073499918,-.17558037,.089912698,.0099999998,0,.089912698,0,3.3,4.5,5.0894909,2.8608999,3.6499071,2.4685445,526.3208,460.03397,708.49609,451.2995,951.64276,-.65689999,-.0069999695,.18909563,-.0255,-.0069999695,0,462.3992,443.50934,563.42249,2.6500001,1463.1512,451.91071,2.29
